State,Year,Candidate,Total Votes,GDP,Personal Income,Total Employment,Average Sentiment Score
South Dakota,2016,Republican,23,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,43,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,90,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,26,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,54,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,452,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,55,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,74,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,384,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,76,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,110,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,644,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,140,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,161,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,774,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,112,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,142,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,646,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,184,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,186,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,79,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,11,49842,41551,597263,0.4036780355948681
South Dakota,2016,Republican,25,49842,41551,597263,0.4036780355948681
South Dakota,2020,Republican,1052,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,317,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,4808,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,2107,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,694,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,466,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,2235,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,721,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,8000,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,6110,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,10580,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,6538,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1750,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,673,56162,52793,606246,0.0016201125280288
South Dakota,2020,Democrat,352,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,183,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Republican,3731,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,939,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,747,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,117,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,2552,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,1177,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1373,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,437,56162,52793,606246,0.0016201125280288
South Dakota,2020,Democrat,3083,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,2456,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Republican,8958,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,3837,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,647,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,622,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,3852,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,1522,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,5613,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,2648,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1869,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,1052,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1699,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,609,56162,52793,606246,0.0016201125280288
South Dakota,2020,Democrat,1131,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,790,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Republican,1468,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,216,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1538,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,417,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,2878,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,1053,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,964,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,198,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,2618,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,1056,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1771,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,455,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1026,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,105,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,2372,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,647,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1433,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,373,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1793,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,557,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,748,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,49,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,5522,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,2953,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,2944,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,762,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,564,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,136,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,738,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,359,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,721,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,270,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,498,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,90,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1904,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,819,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,3681,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,2068,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,8753,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,4537,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,19617,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,11981,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1042,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,525,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,2068,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,769,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1075,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,222,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1287,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,858,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,9875,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,3285,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,449,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,298,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,787,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,320,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,49249,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,40482,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1951,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,1179,56162,52793,606246,0.0016201125280288
South Dakota,2020,Democrat,2829,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,297,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Republican,35063,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,20606,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1401,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,239,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1139,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,227,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,2404,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,1828,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,905,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,257,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,2104,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,998,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1203,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,421,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,726,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,185,56162,52793,606246,0.0016201125280288
South Dakota,2020,Democrat,1963,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,532,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Republican,2161,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,495,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,3290,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,1139,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,5944,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,2725,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,1966,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,565,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,6581,56162,52793,606246,-0.0021822172428247
South Dakota,2020,Democrat,4016,56162,52793,606246,0.0016201125280288
South Dakota,2020,Democrat,481,56162,52793,606246,0.0016201125280288
South Dakota,2020,Republican,404,56162,52793,606246,-0.0021822172428247
Tennessee,2008,Republican,1479178,255546,218372,3677116,
Tennessee,2008,Democrat,1087437,255546,218372,3677116,
Tennessee,2012,Republican,1462330,285897,252592,3635172,
Tennessee,2012,Democrat,960709,285897,252592,3635172,
Tennessee,2016,Democrat,1845,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,2328,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,523,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1208,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,287,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,560,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,215,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,398,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,2362,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,2736,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1302,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1644,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,302,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,656,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,218,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,439,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,307,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,721,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,828,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,774,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,801,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1065,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,143,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,342,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,312,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,544,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,103,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,270,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,361,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,463,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,831,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1503,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,103,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,424,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,888,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1312,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,22620,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,43691,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,286,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,641,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,131,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,330,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,696,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1497,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,304,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,822,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,362,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,2003,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,191,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,352,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,809,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1590,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,427,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1549,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,315,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,915,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,164,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,283,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,892,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1079,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,204,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,445,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,682,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,951,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,8411,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,15598,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,66,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,80,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,225,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1721,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,229,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,591,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,587,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,906,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,143,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1197,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,191,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,443,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,434,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,957,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,323,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,543,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,141,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,320,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,332,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,737,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,196,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,407,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,592,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,735,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,223,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,245,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,12334,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,13137,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,47,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,186,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,194,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1035,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,893,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1332,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,228,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,232,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,328,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,728,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,638,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1026,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,169,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,343,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,999,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,4351,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,559,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1046,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,384,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,838,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1305,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,2366,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,619,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1027,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,229,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,719,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,162,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,354,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,596,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1232,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,2833,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,5555,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,93,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,209,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,225,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,356,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,345,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,760,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,477,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,885,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,108,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,215,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,64,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,214,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,557,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,757,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1692,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1916,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,331,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,503,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,916,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1454,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,827,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1918,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,6016,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,8243,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,180,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,273,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,206,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,273,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1241,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1259,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,15985,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,66465,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,253,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,654,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,244,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,527,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,2153,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,2653,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,2262,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,4225,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,574,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1454,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,113,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,321,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,272,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,244,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,196,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,316,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,96,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,242,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,671,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,1318,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,2833,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,2444,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,113,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,208,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,452,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,860,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,401,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,688,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,3911,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,6055,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,2102,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Democrat,3873,339350,286532,3951859,0.3640820575295926
Tennessee,2016,Republican,862,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,4298,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,563,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,2340,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,2450,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,475,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,3081,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,200,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,821,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,1654,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,123,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,1154,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,73,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,278,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,569,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,166,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,1009,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,56,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,285,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,487,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,1729,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,8009,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,1170,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,5067,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,4721,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,1719,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,6103,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,790,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,4066,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,3625,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,289,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,2198,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,146,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,705,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,831,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,159,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,1244,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,50,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,195,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,657,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,313,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,1579,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,146,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,573,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,967,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,699,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,4266,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,314,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,1757,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,2352,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,419,339350,286532,3951859,0.4036780355948681
Tennessee,2016,Republican,2530,339350,286532,3951859,0.4036780355948681
